Approx Module;VVenC Profile;Video;Read BER;Write BER;QP;Rep.;YUV-PSNR;Bitrate;Execution Time
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_07;1E_07;32;1;33.0357;459.768;8767.913
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_07;1E_07;32;2;33.0357;459.768;8612.083
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_07;1E_07;32;3;33.0357;459.768;8578.881
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_07;1E_07;32;4;33.0357;459.768;8699.763
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_07;1E_07;37;0;30.4212;245.112;7435.291
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_07;1E_07;37;1;30.4212;245.112;5370.368
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_07;1E_07;37;2;30.4212;245.112;5454.062
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_07;1E_07;37;3;30.4212;245.112;5202.841
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_07;1E_07;37;4;30.4212;245.112;4984.043
intra_approx;randomaccess_medium;RaceHorses_416x240_30;0;0;22;0;40.0118;1600.104;1332.051
intra_approx;randomaccess_medium;RaceHorses_416x240_30;0;0;22;1;40.0118;1600.104;1391.273
intra_approx;randomaccess_medium;RaceHorses_416x240_30;0;0;22;2;40.0118;1600.104;1356.13
intra_approx;randomaccess_medium;RaceHorses_416x240_30;0;0;22;3;40.0118;1600.104;1395.62
intra_approx;randomaccess_medium;RaceHorses_416x240_30;0;0;22;4;40.0118;1600.104;1355.701
intra_approx;randomaccess_medium;RaceHorses_416x240_30;0;0;27;0;36.3082;860.4;1066.141
intra_approx;randomaccess_medium;RaceHorses_416x240_30;0;0;27;1;36.3082;860.4;1065.118
intra_approx;randomaccess_medium;RaceHorses_416x240_30;0;0;27;2;36.3082;860.4;1040.161
intra_approx;randomaccess_medium;RaceHorses_416x240_30;0;0;27;3;36.3082;860.4;1039.523
